date,pd_gbm,pd_jump_rolling,lambda,mu_J_asset,sigma_J_asset,n_jumps_in_window,sigma_diffusive,ticker
2022-10-28 04:00:00,1.4669262463853163e-16,0.0,0.0,0.0,0.0,1,0.3126426038525511,AAPL
2022-11-29 05:00:00,1.8880270316732023e-14,0.0,0.0,0.0,0.0,2,0.3254271947748584,AAPL
2022-12-30 05:00:00,9.660681547121573e-14,0.0,0.0,0.0,0.0,2,0.3246440295169996,AAPL
2023-03-30 04:00:00,3.7787202701251004e-16,0.0,0.0,0.0,0.0,2,0.3218897656486076,AAPL
2023-04-28 04:00:00,6.291895057959585e-17,0.0,0.0,0.0,0.0,2,0.3185647269125951,AAPL
2023-05-30 04:00:00,2.5702202074952324e-20,0.0,0.0,0.0,0.0,3,0.2932995866771988,AAPL
2023-06-29 04:00:00,9.048579827874944e-24,0.0,0.0,0.0,0.0,3,0.275935207493097,AAPL
2023-07-28 04:00:00,3.667751382442125e-25,0.0,0.0,0.0,0.0,3,0.2706385428253282,AAPL
2023-08-30 04:00:00,9.241715177852131e-25,0.0,2.0,0.03733375922996844,0.0599012057944082,4,0.2500533464630141,AAPL
2023-09-29 04:00:00,8.33301504455439e-25,0.0,2.0,0.03733375922996844,0.0599012057944082,4,0.24094111680277996,AAPL
2023-10-30 04:00:00,1.2045953844814466e-28,0.0,2.0,0.03733375922996844,0.0599012057944082,4,0.22224342848370937,AAPL
2023-11-29 05:00:00,7.516918732015023e-41,0.0,0.0,0.0,0.0,3,0.2099035752032382,AAPL
2023-12-29 05:00:00,3.5491558529604635e-49,0.0,0.0,0.0,0.0,3,0.1917651871276175,AAPL
2024-01-30 05:00:00,7.497258948957796e-50,0.0,2.0,0.011360331773708954,0.0648124630361955,4,0.16443669914895406,AAPL
2024-02-28 05:00:00,7.723821069159324e-54,0.0,2.0,0.011360331773708954,0.0648124630361955,4,0.15352136465765434,AAPL
2024-03-28 04:00:00,1.086820661784186e-50,0.0,2.5,0.0007451290813068598,0.06094180965985141,5,0.15402401081157044,AAPL
2024-04-29 04:00:00,4.940558556799274e-50,0.0,3.0,0.007681059535941199,0.0570943615370484,6,0.1541683670844608,AAPL
2024-05-30 04:00:00,1.1414092016950779e-49,0.0,3.5,0.014883117420891942,0.055493776502864973,7,0.15732889280445828,AAPL
2024-06-28 04:00:00,3.969527121855029e-45,0.0,4.0,0.021789167771927635,0.05496517487666664,8,0.16938400393882036,AAPL
2024-08-30 04:00:00,2.4202931726816386e-45,0.0,3.5,0.012725254494889381,0.052515933782856614,7,0.18600501142145,AAPL
2024-09-27 04:00:00,4.666040889881712e-46,0.0,3.5,0.012725254494889381,0.052515933782856614,7,0.18366697709187962,AAPL
2024-10-30 04:00:00,3.0918148802193016e-41,0.0,3.5,0.012725254494889381,0.052515933782856614,7,0.18614331931426262,AAPL
2024-11-29 05:00:00,6.026111608914936e-42,0.0,3.5,0.012725254494889381,0.052515933782856614,7,0.18652727221813262,AAPL
2024-12-30 05:00:00,8.079422589282583e-43,0.0,3.5,0.012725254494889381,0.052515933782856614,7,0.18867938227983358,AAPL
2025-01-30 05:00:00,5.1332269695622996e-39,0.0,4.0,0.005979714424569408,0.05222980705301832,8,0.19364636237099772,AAPL
2025-02-27 05:00:00,2.9495796529546945e-37,0.0,3.5,0.0002826453825365144,0.053662680787902685,7,0.20212044067278384,AAPL
2025-03-28 04:00:00,1.086343182170194e-33,0.0,3.5,0.0002826453825365144,0.053662680787902685,7,0.20833459796334788,AAPL
2025-04-29 04:00:00,9.830079922229673e-20,0.0,5.0,-0.0028097551379169168,0.07650601222665247,10,0.25059465112190327,AAPL
2025-05-30 04:00:00,8.549319572445835e-19,0.0,4.5,0.002345987210652855,0.07928286230058411,9,0.256138986421726,AAPL
2025-06-27 04:00:00,9.098920165033369e-20,0.0,4.5,0.002345987210652855,0.07928286230058411,9,0.24644255789833522,AAPL
2025-07-30 04:00:00,7.562355280476207e-21,0.0,4.5,0.002345987210652855,0.07928286230058411,9,0.24090094484433255,AAPL
2025-08-29 04:00:00,1.9395524239451728e-21,0.0,5.0,0.007076727842606168,0.0762309135747728,10,0.2460433535513342,AAPL
2025-09-29 04:00:00,7.526195542367794e-22,0.0,5.0,0.007076727842606168,0.0762309135747728,10,0.2530858831154303,AAPL
2025-10-30 04:00:00,6.602171401684581e-23,0.0,4.5,0.011912252609575123,0.07921171210790344,9,0.2573033148240528,AAPL
2025-11-28 05:00:00,2.4383470991429317e-23,0.0,4.5,0.011912252609575123,0.07921171210790344,9,0.2568138492023353,AAPL
2025-12-30 05:00:00,2.9641979548729184e-23,0.0,4.0,0.0186157443968097,0.08190631662919486,8,0.2564477267845779,AAPL
2026-01-30 05:00:00,1.2720575976120785e-23,0.0,4.0,0.008924803995292772,0.08327059003235704,8,0.24804087442840078,AAPL
2026-02-27 05:00:00,6.638549752435632e-23,0.0,4.5,0.00020092839398721006,0.07906575176459539,9,0.2559378314773791,AAPL
2026-03-30 04:00:00,3.100533023578661e-23,0.0,4.0,-0.008540395585411571,0.07974026692337932,8,0.25027308207436305,AAPL
2026-04-29 04:00:00,7.721508351022997e-43,0.0,4.0,-0.008540395585411571,0.07974026692337932,8,0.1537571080738431,AAPL
2026-05-29 04:00:00,6.074508070614243e-52,0.0,4.0,-0.008540395585411571,0.07974026692337932,8,0.13591193244318037,AAPL
2026-06-29 04:00:00,9.517776517078866e-43,0.0,4.5,-0.014605816315094925,0.0767776032156381,9,0.15267034174525715,AAPL
2022-07-29 04:00:00,1.09694502200528e-24,0.0,0.0,0.0,0.0,2,0.2843680994919824,MSFT
2022-08-30 04:00:00,3.6319184798600724e-23,0.0,0.0,0.0,0.0,2,0.2881759790819241,MSFT
2022-10-28 04:00:00,1.4410657359615542e-18,0.0,0.0,0.0,0.0,3,0.3128852580385184,MSFT
2022-11-29 05:00:00,2.72024739550389e-17,0.0,0.0,0.0,0.0,3,0.3274145645769875,MSFT
2022-12-30 05:00:00,6.385208532212932e-17,0.0,0.0,0.0,0.0,3,0.3310281007503365,MSFT
2023-01-30 05:00:00,6.863765273754311e-17,0.0,0.0,0.0,0.0,3,0.3326680640269579,MSFT
2023-02-27 05:00:00,2.567554726500629e-17,0.0,0.0,0.0,0.0,3,0.3317545369627243,MSFT
2023-03-30 04:00:00,7.538427767223098e-19,0.0,0.0,0.0,0.0,3,0.3301635000202451,MSFT
2023-04-28 04:00:00,7.091939138416344e-20,0.0,2.196078431372549,-0.0014969582662956588,0.06925869650033858,4,0.31247163127344185,MSFT
2023-05-30 04:00:00,1.747511524869449e-22,0.0,2.1,-0.0014969582662956588,0.06925869650033858,4,0.2990221003954323,MSFT
2023-06-29 04:00:00,5.8321621244412165e-24,0.0,2.0119760479041915,-0.0014969582662956588,0.06925869650033858,4,0.2898655656019882,MSFT
2023-07-28 04:00:00,5.992026317780207e-24,0.0,0.0,0.0,0.0,3,0.3016953259551588,MSFT
2023-08-30 04:00:00,2.0740142097153645e-24,0.0,0.0,0.0,0.0,2,0.2962462739458599,MSFT
2023-09-29 04:00:00,8.302792914823707e-25,0.0,0.0,0.0,0.0,2,0.2900701565353254,MSFT
2023-10-30 04:00:00,1.8869522583453764e-29,0.0,0.0,0.0,0.0,2,0.2705542166722491,MSFT
2023-11-29 05:00:00,4.994564421962247e-36,0.0,0.0,0.0,0.0,2,0.2524493308386599,MSFT
2023-12-29 05:00:00,1.0712250975569858e-39,0.0,0.0,0.0,0.0,2,0.2395422509697227,MSFT
2024-01-30 05:00:00,7.481062013390197e-46,0.0,0.0,0.0,0.0,2,0.227891058538787,MSFT
2024-02-28 05:00:00,1.522513921274098e-50,0.0,0.0,0.0,0.0,2,0.2167296746681616,MSFT
2024-03-28 04:00:00,2.3526128904837803e-53,0.0,0.0,0.0,0.0,2,0.2127290897500498,MSFT
2024-04-29 04:00:00,3.733206804440017e-59,0.0,0.0,0.0,0.0,2,0.1991299504881183,MSFT
2024-05-30 04:00:00,4.3871576369147065e-59,0.0,0.0,0.0,0.0,2,0.2011432961866704,MSFT
2024-06-28 04:00:00,4.6180392926682386e-66,0.0,0.0,0.0,0.0,2,0.1941464495433973,MSFT
2024-07-30 04:00:00,9.830192822605678e-62,0.0,0.0,0.0,0.0,2,0.1887356028718695,MSFT
2024-08-30 04:00:00,1.8965611810039762e-60,0.0,0.0,0.0,0.0,1,0.1900891933529994,MSFT
2024-09-27 04:00:00,6.849977064814188e-62,0.0,0.0,0.0,0.0,1,0.1892783066558502,MSFT
2024-10-30 04:00:00,8.63795772689112e-69,0.0,0.0,0.0,0.0,1,0.1798868081896441,MSFT
2024-11-29 05:00:00,3.4384140191661074e-62,0.0,0.0,0.0,0.0,2,0.1883147900640042,MSFT
2024-12-30 05:00:00,4.6081272813353076e-60,0.0,0.0,0.0,0.0,3,0.1918886479027318,MSFT
2025-01-30 05:00:00,9.445602664882461e-51,0.0,2.0,-0.023647902102199324,0.06347771904719303,4,0.18433014674568415,MSFT
2025-02-27 05:00:00,2.1863075855747625e-51,0.0,0.0,0.0,0.0,3,0.2030514366285029,MSFT
2025-03-28 04:00:00,1.0038349993284266e-48,0.0,0.0,0.0,0.0,3,0.2063982361339529,MSFT
2025-04-29 04:00:00,1.8203511251556795e-38,0.0,2.0,-0.01699962655452424,0.0765850173346104,4,0.2083760696132201,MSFT
2025-05-30 04:00:00,5.938459830076402e-39,0.0,2.5,0.0010975115416112708,0.07769479195197015,5,0.21302492362687162,MSFT
2025-06-27 04:00:00,2.6142200184964273e-41,0.0,2.5,0.0010975115416112708,0.07769479195197015,5,0.21058151694767274,MSFT
2025-07-30 04:00:00,1.3950682219546977e-42,0.0,2.5,0.0010975115416112708,0.07769479195197015,5,0.20123641889606025,MSFT
2025-08-29 04:00:00,4.6214116682901506e-42,0.0,3.0,0.007367166924199301,0.07116906651675595,6,0.20142611126784388,MSFT
2025-09-29 04:00:00,7.977627719047317e-43,0.0,3.0,0.007367166924199301,0.07116906651675595,6,0.20011630923948454,MSFT
2025-10-30 04:00:00,1.3351449289556619e-42,0.0,3.0,0.007367166924199301,0.07116906651675595,6,0.20261120724248838,MSFT
2025-11-28 05:00:00,5.843027259394443e-43,0.0,3.0,0.007367166924199301,0.07116906651675595,6,0.19616538206774015,MSFT
2025-12-30 05:00:00,3.017697035949801e-43,0.0,3.0,0.007367166924199301,0.07116906651675595,6,0.19447030926847836,MSFT
2026-01-30 05:00:00,1.360995299014747e-34,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.20189824565715292,MSFT
2026-02-27 05:00:00,8.417714270051848e-32,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.20689722617972187,MSFT
2026-03-30 04:00:00,6.562641575990478e-31,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.20264719823187205,MSFT
2026-04-29 04:00:00,1.294035191880223e-38,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.183492125622687,MSFT
2026-05-29 04:00:00,1.1742429104552362e-39,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.18496423047691057,MSFT
2026-06-29 04:00:00,5.407510581686955e-30,0.0,3.5,-0.008725906820136383,0.07767736166460006,7,0.2103668747890794,MSFT
2023-01-30 05:00:00,6.166771863664062e-37,0.0,0.0,0.0,0.0,2,0.1504330997520971,JNJ
2023-02-27 05:00:00,3.6478591376167776e-36,0.0,0.0,0.0,0.0,2,0.1498894484584082,JNJ
2023-03-30 04:00:00,6.392434496829903e-40,0.0,0.0,0.0,0.0,2,0.1414450901739815,JNJ
2023-04-28 04:00:00,1.2260493590684035e-40,0.0,0.0,0.0,0.0,3,0.1442395997734793,JNJ
2023-05-30 04:00:00,3.8532384455989294e-42,0.0,0.0,0.0,0.0,3,0.1383581338397439,JNJ
2023-06-29 04:00:00,5.024746127468501e-48,0.0,0.0,0.0,0.0,3,0.1328383355594452,JNJ
2023-07-28 04:00:00,1.6865077704515892e-44,0.0,2.0,0.028417804133364564,0.04454767162791189,4,0.12067413761176157,JNJ
2023-08-30 04:00:00,6.110727830970408e-40,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.12018168185636685,JNJ
2023-09-29 04:00:00,6.800564357371854e-41,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.1140933872432424,JNJ
2023-10-30 04:00:00,4.375371125082303e-40,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.1113828544104525,JNJ
2023-11-29 05:00:00,1.2945645675895893e-42,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.10912965273957109,JNJ
2023-12-29 05:00:00,3.9914634049411764e-42,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11749032017937802,JNJ
2024-01-30 05:00:00,7.452171189535157e-45,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.1184059782265618,JNJ
2024-02-28 05:00:00,7.705887579004726e-49,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11285310233958376,JNJ
2024-03-28 04:00:00,2.277784012566391e-49,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11045010764240204,JNJ
2024-04-29 04:00:00,3.7597834478644123e-51,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.10221982733617284,JNJ
2024-05-30 04:00:00,4.233393839424052e-44,0.0,3.0,0.006472274566719671,0.04718758688884307,6,0.11039004206675733,JNJ
2024-06-28 04:00:00,2.35150733626836e-44,0.0,3.0,0.006472274566719671,0.04718758688884307,6,0.11033308949009694,JNJ
2024-07-30 04:00:00,4.439347708760843e-48,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10808871306339762,JNJ
2024-08-30 04:00:00,9.757336106882452e-53,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10235477803388435,JNJ
2024-09-27 04:00:00,1.5824554921158796e-52,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10069484725767125,JNJ
2024-10-30 04:00:00,6.224951945303002e-54,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.09797096128318504,JNJ
2024-11-29 05:00:00,1.0145209112959008e-52,0.0,3.0,0.018798426221896116,0.042784106564846706,6,0.10189633635728072,JNJ
2024-12-30 05:00:00,1.7458348644336097e-50,0.0,3.0,0.018798426221896116,0.042784106564846706,6,0.09993879345085978,JNJ
2025-01-30 05:00:00,4.081319562645154e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.1114908007814901,JNJ
2025-02-27 05:00:00,1.3741727747750021e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.11627964308535664,JNJ
2025-03-28 04:00:00,7.1598669625344884e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.11774915033963737,JNJ
2025-04-29 04:00:00,1.0672136715407088e-31,0.0,3.0,-0.004758500612159048,0.052162611780530437,6,0.13555682338883143,JNJ
2025-05-30 04:00:00,1.7220655544066084e-32,0.0,2.0,0.010587192542659492,0.05979065899105867,4,0.13654092549278107,JNJ
2025-06-27 04:00:00,6.877369820112656e-32,0.0,2.0,0.010587192542659492,0.05979065899105867,4,0.1368757257154487,JNJ
2025-07-30 04:00:00,6.218274714585577e-32,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1389462573005332,JNJ
2025-08-29 04:00:00,5.264349331356959e-34,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1378812295906115,JNJ
2025-09-29 04:00:00,2.207465753709783e-34,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1388349226699527,JNJ
2025-10-30 04:00:00,4.957569035894587e-35,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.14025928754784744,JNJ
2025-12-30 05:00:00,6.665712976750098e-36,0.0,3.0,0.022469216864684574,0.05060230804200771,6,0.14501132861620739,JNJ
2026-01-30 05:00:00,2.0796011331126496e-37,0.0,3.0,0.022469216864684574,0.05060230804200771,6,0.13861009679025785,JNJ
2026-02-27 05:00:00,1.835749775876989e-39,0.0,2.5,0.0180492275640144,0.055264995099407244,5,0.14330328382168472,JNJ
2026-03-30 04:00:00,2.390282087934271e-38,0.0,2.5,0.0180492275640144,0.055264995099407244,5,0.14437762041774743,JNJ
2026-04-29 04:00:00,2.8655440610399537e-48,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.11691473265606672,JNJ
2026-05-29 04:00:00,5.43054427602663e-49,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.11523537037585752,JNJ
2026-06-29 04:00:00,3.1540506163289507e-46,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.1313726791742988,JNJ
2023-01-30 05:00:00,0.0100618902837035,0.09255,2.53904282115869,0.03879532682528746,0.11477007106371778,4,0.05,F
2023-02-27 05:00:00,0.0092885791826132,0.08677,2.4230769230769234,0.03877336370582853,0.11470509651684943,4,0.05,F
2023-03-30 04:00:00,0.0072702392210965,0.07489,2.296127562642369,0.038713958603259366,0.11452935556036478,4,0.05,F
2023-04-28 04:00:00,0.0070935592530948,0.07467,2.196078431372549,0.03871000873065607,0.11451767046330619,4,0.05,F
2023-05-30 04:00:00,0.0050134714273617,0.05959,2.1,0.038647626961566005,0.11433312349186839,4,0.05,F
2023-06-29 04:00:00,0.0031488387101237,0.03331,2.0119760479041915,0.03859021053790169,0.11416326573931343,4,0.05,F
2023-07-28 04:00:00,0.0028871969563507,0.04556,2.0,0.03858558350328578,0.11414957736148192,4,0.05,F
2023-08-30 04:00:00,0.0020547601544731,0.00226,0.0,0.0,0.0,3,0.0895431131490097,F
2023-09-29 04:00:00,0.0009236997653618,0.00107,0.0,0.0,0.0,2,0.0850404232256841,F
2023-10-30 04:00:00,0.0011671263485287,0.00136,0.0,0.0,0.0,2,0.0704298548381825,F
2023-11-29 05:00:00,0.0011049424696044,0.0013,0.0,0.0,0.0,2,0.0762732218569675,F
2023-12-29 05:00:00,0.0008396331098516,0.00099,0.0,0.0,0.0,3,0.0840670138412324,F
2024-01-30 05:00:00,0.0007369125321744,0.00082,0.0,0.0,0.0,3,0.0755225904009569,F
2024-02-28 05:00:00,0.0005382598025206,0.00061,0.0,0.0,0.0,3,0.0781198195136671,F
2024-03-28 04:00:00,0.0004404116762683,0.00054,0.0,0.0,0.0,3,0.0821085263071323,F
2024-04-29 04:00:00,0.0004753537129503,0.00057,0.0,0.0,0.0,3,0.0797647874272815,F
2024-05-30 04:00:00,0.0003921556232307,0.00051,0.0,0.0,0.0,3,0.0740118611567032,F
2024-06-28 04:00:00,0.0002773740875564,0.00027,0.0,0.0,0.0,2,0.0761196481203469,F
2024-07-30 04:00:00,0.0019605978053905,0.00212,0.0,0.0,0.0,3,0.0798627268805859,F
2024-08-30 04:00:00,0.0022800960219046,0.14047,2.0,-0.08143303472722149,0.11717302735045576,4,0.05,F
2024-09-27 04:00:00,0.0024878496619042,0.14694,2.0,-0.0814472972087595,0.1171935494658962,4,0.05,F
2024-10-30 04:00:00,0.0019313300534919,0.16103,2.5,-0.08279943731276018,0.10149749067995593,5,0.05,F
2024-11-29 05:00:00,0.0016988825981517,0.147,2.5,-0.08278264487194648,0.10147690611247216,5,0.05,F
2024-12-30 05:00:00,0.0015228693860693,0.16954,2.5,-0.08277418251776823,0.10146653276040343,5,0.05,F
2025-01-30 05:00:00,0.0015724951668365,0.17381,2.5,-0.08277788406381087,0.101471070202289,5,0.05,F
2025-02-27 05:00:00,0.0014932397168414,0.18876,3.0,-0.08197385856669331,0.0907752593228722,6,0.05,F
2025-03-28 04:00:00,0.0016719042165187,0.18005,3.0,-0.08198450812446885,0.0907870523064605,6,0.05,F
2025-04-29 04:00:00,0.0024844441532353,0.18362,3.5,-0.057560132713017215,0.10521621851129233,7,0.05,F
2025-05-30 04:00:00,0.0022145059744329,0.17674,3.5,-0.05754718777616306,0.10519255599975066,7,0.05,F
2025-06-27 04:00:00,0.002210123506454,0.16858,3.5,-0.05754609732731553,0.10519056272942955,7,0.05,F
2025-07-30 04:00:00,0.000417014380276,0.1671,3.5,-0.05746676223580857,0.10504554328749692,7,0.05,F
2025-08-29 04:00:00,0.0002331460453461,0.12787,3.0,-0.04525751126691535,0.10948600082171077,6,0.05,F
2025-09-29 04:00:00,0.0001957843103646,0.11977,2.5,-0.06872399648178579,0.1041756719970344,5,0.05,F
2025-10-30 04:00:00,0.0005575516041252,0.12293,3.5,-0.041765237288800064,0.10957626368761775,7,0.05,F
2025-11-28 05:00:00,0.0003136213242719,0.11754,3.5,-0.04175768987465342,0.10955646211347671,7,0.05,F
2025-12-30 05:00:00,0.000269062915037,0.11813,3.5,-0.04175634152457264,0.10955292455033601,7,0.05,F
2026-01-30 05:00:00,0.0002873523712753,0.11867,3.5,-0.0417569047397505,0.10955440221498845,7,0.05,F
2026-02-27 05:00:00,0.0002237902877064,0.11409,3.5,-0.04175491741623912,0.10954918822605288,7,0.05,F
2026-03-30 04:00:00,0.000306445751157,0.15806,3.5,-0.041757975297647465,0.10955721095598994,7,0.05,F
2026-04-29 04:00:00,7.991089192397412e-05,0.14033,3.5,-0.04175064113368555,0.10953796887007382,7,0.05,F
2026-05-29 04:00:00,0.0005908959827909,0.03032,3.0,0.016364475729868197,0.10269055318240203,6,0.05,F
2026-06-29 04:00:00,0.0010202812107266,0.05659,3.0,0.016369987855083933,0.10272514293626635,6,0.05,F
2022-12-30 05:00:00,0.1093456159265677,0.11068,0.0,0.0,0.0,2,0.2404479742179829,CCL
2023-01-30 05:00:00,0.0999609601433159,0.10146,0.0,0.0,0.0,2,0.2886696110084241,CCL
2023-02-27 05:00:00,0.0955347946754428,0.09713,0.0,0.0,0.0,2,0.2881546686193401,CCL
2023-03-30 04:00:00,0.0932237310989165,0.09467,0.0,0.0,0.0,2,0.2724056457065268,CCL
2023-04-28 04:00:00,0.0940925314582762,0.09571,0.0,0.0,0.0,2,0.2534027968224847,CCL
2023-05-30 04:00:00,0.0752119922316063,0.07645,0.0,0.0,0.0,2,0.2776716157745144,CCL
2023-06-29 04:00:00,0.0507091388796178,0.05207,0.0,0.0,0.0,3,0.336051412875849,CCL
2023-07-28 04:00:00,0.0322729543636699,0.03254,0.0,0.0,0.0,3,0.3202643268918582,CCL
2023-08-30 04:00:00,0.0320325196213696,0.03237,0.0,0.0,0.0,3,0.2874453643469551,CCL
2023-09-29 04:00:00,0.0326832818656001,0.03299,0.0,0.0,0.0,2,0.2598004182793807,CCL
2023-10-30 04:00:00,0.0142437776379404,0.01454,0.0,0.0,0.0,2,0.1938065445202708,CCL
2023-11-29 05:00:00,0.0064248988453213,0.00677,0.0,0.0,0.0,2,0.2114259436031687,CCL
2023-12-29 05:00:00,0.0040359786750113,0.00428,0.0,0.0,0.0,2,0.2397286217313767,CCL
2024-01-30 05:00:00,0.0045852510798934,0.00492,0.0,0.0,0.0,2,0.2237613204150374,CCL
2024-02-28 05:00:00,0.004531261050909,0.00484,0.0,0.0,0.0,2,0.2135218646861637,CCL
2024-03-28 04:00:00,0.0030511906763689,0.00329,0.0,0.0,0.0,2,0.2122402621707802,CCL
2024-04-29 04:00:00,0.0032510138664097,0.00359,0.0,0.0,0.0,2,0.2020827029027783,CCL
2024-05-30 04:00:00,0.0027512617800333,0.00294,0.0,0.0,0.0,2,0.1990496218015333,CCL
2024-06-28 04:00:00,0.0010722122029249,0.00127,0.0,0.0,0.0,2,0.210598323406195,CCL
2024-07-30 04:00:00,0.0012441812409197,0.00149,0.0,0.0,0.0,1,0.2003338756628629,CCL
2024-08-30 04:00:00,0.0017670524120657,0.00198,0.0,0.0,0.0,1,0.2018006105271451,CCL
2024-09-27 04:00:00,0.001466414073787,0.00169,0.0,0.0,0.0,1,0.2153812396161494,CCL
2024-10-30 04:00:00,0.000834186225505,0.00096,0.0,0.0,0.0,1,0.2314583660567637,CCL
2024-11-29 05:00:00,0.0003983409918632,0.00051,0.0,0.0,0.0,1,0.238872254389925,CCL
2024-12-30 05:00:00,0.0003006690016136,0.00032,0.0,0.0,0.0,1,0.243954000778873,CCL
2025-01-30 05:00:00,0.0001347417658318,0.0001,0.0,0.0,0.0,2,0.2503513298160672,CCL
2025-02-27 05:00:00,0.0003203275787685,0.00036,0.0,0.0,0.0,2,0.235104941760227,CCL
2025-03-28 04:00:00,0.0008333633907512,0.00096,0.0,0.0,0.0,1,0.2268857937444841,CCL
2025-04-29 04:00:00,0.0035478340324538,0.00387,0.0,0.0,0.0,3,0.2512413141341972,CCL
2025-05-30 04:00:00,0.0025850462717209,0.00277,0.0,0.0,0.0,3,0.2804114607955696,CCL
2025-06-27 04:00:00,0.0015733977531174,0.0018,0.0,0.0,0.0,3,0.2955995235410784,CCL
2025-07-30 04:00:00,0.0009385021024348,0.0011,0.0,0.0,0.0,3,0.3001142316014802,CCL
2025-08-29 04:00:00,0.0005677755888971,0.00066,0.0,0.0,0.0,3,0.2978395275168142,CCL
2025-09-29 04:00:00,0.0006975689870262,0.00079,0.0,0.0,0.0,3,0.2882433828194893,CCL
2025-10-30 04:00:00,0.0006196317174822,0.00071,0.0,0.0,0.0,3,0.2789756314657842,CCL
2025-11-28 05:00:00,0.0011758550399572,0.00236,2.0,-0.0006591367473944655,0.1447362863971383,4,0.18776790171034402,CCL
2025-12-30 05:00:00,0.0008658575506713,0.00132,2.5,0.01819368741564798,0.13222642462372394,5,0.21176383665352883,CCL
2026-01-30 05:00:00,0.000989627119719,0.00146,2.5,0.018194567996149456,0.13223282442650405,5,0.20984426569973655,CCL
2026-02-27 05:00:00,0.0011222986538722,0.00158,2.5,0.018195148583296055,0.13223704396489797,5,0.22849013863401482,CCL
2026-03-30 04:00:00,0.0022705235534446,0.00285,2.5,0.01820480741648332,0.13230724155317197,5,0.18396000683197625,CCL
2026-04-29 04:00:00,0.0008266249020448,0.00143,2.5,0.01819409518567693,0.13222938817760746,5,0.161569354655861,CCL
2026-05-29 04:00:00,0.0006917174329278,0.0012,2.5,0.018192847636284874,0.13222032135174175,5,0.18204806807425322,CCL
2026-06-29 04:00:00,0.0007655560452943,0.00125,2.5,0.018193204553242682,0.1322229153203057,5,0.19605680031465192,CCL
2023-01-30 05:00:00,0.0304244703179822,0.03058,0.0,0.0,0.0,2,0.1307873374079311,AAL
2023-02-27 05:00:00,0.0262879177817035,0.02652,0.0,0.0,0.0,2,0.1245957061367686,AAL
